,region,sales_price,bedroom,bathroom,parking,dimensions
1598,"Vila  Pompéia, Sao Paulo",1589999,3,5,3,152
1599,"Jardim  Marajoara, Sao Paulo",1690000,3,5,3,190
1600,"Jardim  Umarizal, Sao Paulo",215000,2,1,3,50
1601,"Paraíso, Sao Paulo",1280000,3,1,2,97
1602,"Butantã, Sao Paulo",890000,3,3,3,139
1603,"Brooklin, Sao Paulo",2150000,0,3,3,168
1604,"Vila  Nova  Conceição, Sao Paulo",420000,1,1,3,43
1605,"Jaguaré, Sao Paulo",458000,3,1,3,78
1606,"Jardim  Paulista, Sao Paulo",1900000,3,4,2,180
1607,"Vila  Nova  Conceição, Sao Paulo",3420000,3,3,2,201
1608,"Jardim  São  Paulo  Zona  Norte, Sao Paulo",670000,3,4,2,85
1609,"Perdizes, Sao Paulo",588000,2,2,2,75
1610,"Itaim  Bibi, Sao Paulo",700000,0,1,2,58
1611,"Vila  Leopoldina, Sao Paulo",1378000,3,1,2,130
1612,"Campo  Belo, Sao Paulo",3950000,4,6,4,307
1613,"Vila  Leopoldina, Sao Paulo",1000000,4,5,3,119
1614,"Vila  Mascote, Sao Paulo",385000,2,1,3,55
1615,"Vila  Romana, Sao Paulo",980000,4,1,2,126
1616,"Vila  Dom  Pedro  I, Sao Paulo",225000,1,1,2,27
1617,"Santa  Cecília, Sao Paulo",1700000,4,3,3,179
1618,"Vila  Leopoldina, Sao Paulo",1195000,2,3,2,125
1619,"Vila  das  Belezas, Sao Paulo",477000,2,1,2,67
1620,"Sumaré, Sao Paulo",900789,1,1,2,70
1621,"Itaim  Bibi, Sao Paulo",2450000,2,2,2,169
1622,"Chácara  Santo  Antônio, Sao Paulo",734000,2,2,2,70
1623,"Indianópolis, Sao Paulo",1189900,2,2,2,79
1624,"Vila  Suzana, Sao Paulo",1170000,3,4,3,138
1625,"Jardins, Sao Paulo",550000,1,1,3,44
1626,"Jardim  Dom  José, Sao Paulo",190000,2,1,3,47
1627,"Vila  Ester   Zona  Norte, Sao Paulo",1350000,3,4,2,133
1628,"Jardim  Oriental, Sao Paulo",530000,3,3,2,69
1629,"Pinheiros, Sao Paulo",380000,1,1,2,28
1630,"Indianópolis, Sao Paulo",1189900,2,2,2,79
1631,"Pompéia, Sao Paulo",990000,3,3,2,105
1632,"Santa  Cecília, Sao Paulo",1500000,3,1,2,150
1633,"Jardins, Sao Paulo",320000,1,1,2,28
1634,"Butantã, Sao Paulo",390000,2,2,2,60
1635,"Belém, Sao Paulo",290500,2,2,2,55
1636,"Jardim  Paulista, Sao Paulo",1180000,3,3,2,111
1637,"Itaim  Bibi, Sao Paulo",1490000,2,2,2,106
1638,"Santo  Amaro, Sao Paulo",315000,2,1,2,52
1639,"Moema, Sao Paulo",2290000,3,4,4,210
1640,"Tucuruvi, Sao Paulo",668000,2,2,4,82
1641,"Jardim  Paulista, Sao Paulo",900000,3,2,4,108
1642,"Água  Branca, Sao Paulo",5100200,4,6,5,316
1643,"Bosque  da  Saúde, Sao Paulo",420000,2,1,5,75
1644,"Jardim  Aeroporto, Sao Paulo",1300000,3,4,2,110
1645,"Jardim  América, Sao Paulo",1800000,3,4,2,186
1646,"Itaim  Bibi, Sao Paulo",440000,1,1,2,45
1647,"Santana, Sao Paulo",450000,2,2,2,88
1648,"Vila  Mariana, Sao Paulo",905000,3,3,2,90
1649,"Perdizes, Sao Paulo",1000000,3,3,2,98
1650,"Perdizes, Sao Paulo",980000,3,3,2,93
1651,"Santa  Cecília, Sao Paulo",430000,2,2,2,90
1652,"Butantã, Sao Paulo",375000,2,2,2,64
1653,"Vila  Moinho  Velho, Sao Paulo",799000,3,3,2,145
1654,"Moema, Sao Paulo",1600000,3,0,2,154
1655,"Perdizes, Sao Paulo",780000,3,3,2,94
1656,"Vila  Gumercindo, Sao Paulo",470000,2,2,2,62
1657,"Jardim  São  Savério, Sao Paulo",175000,2,1,2,40
1658,"Bela  Vista, Sao Paulo",285000,0,1,2,37
1659,"Vila  Andrade, Sao Paulo",1189900,4,5,4,238
1660,"Perdizes, Sao Paulo",800000,3,2,2,82
1661,"Mooca, Sao Paulo",1989000,4,4,4,221
1662,"Perdizes, Sao Paulo",1900000,3,4,3,171
1663,"Jardim  Marajoara, Sao Paulo",4000000,4,6,5,371
1664,"Cambuci, Sao Paulo",320000,0,1,2,75
1665,"Cambuci, Sao Paulo",410000,0,2,2,80
1666,"Higienópolis, Sao Paulo",3600000,4,2,4,202
1667,"Jardim  Santa  Emília, Sao Paulo",310000,3,2,4,69
1668,"Vila  Mariana, Sao Paulo",301800,1,1,4,31
1669,"Vila  Mariana, Sao Paulo",2500000,3,5,4,262
1670,"Mooca, Sao Paulo",215000,2,1,4,44
1671,"Pinheiros, Sao Paulo",1206500,3,2,2,98
1672,"Moema, Sao Paulo",1470001,3,3,2,167
1673,"Moema, Sao Paulo",295000,1,1,2,30
1674,"Alto  da  Mooca, Sao Paulo",1468000,3,3,3,152
1675,"Tucuruvi, Sao Paulo",385000,2,2,2,49
1676,"Chácara  Inglesa, Sao Paulo",730000,0,2,2,100
1677,"Brooklin, Sao Paulo",1359000,3,5,2,132
1678,"Saúde, Sao Paulo",650000,3,3,2,83
1679,"Vila  Olímpia, Sao Paulo",380000,1,1,2,26
1680,"Moema, Sao Paulo",1190000,0,2,3,90
1681,"Jardim  Oriental, Sao Paulo",400000,2,2,3,67
1682,"Jardins, Sao Paulo",740000,1,1,3,45
1683,"Consolação, Sao Paulo",1780000,4,2,3,186
1684,"Jardim  Botucatu, Sao Paulo",235000,3,2,3,62
1685,"Vila  Romana, Sao Paulo",620000,2,2,3,67
1686,"Higienópolis, Sao Paulo",2200000,4,2,3,185
1687,"Campo  Belo, Sao Paulo",640000,3,2,3,75
1688,"Cidade  Líder, Sao Paulo",229900,2,1,3,48
1689,"Higienópolis, Sao Paulo",2480000,3,2,4,290
1690,"Aclimação, Sao Paulo",2450000,0,5,3,270
1691,"Bela  Vista, Sao Paulo",850000,3,3,3,118
1692,"Vila  Olímpia, Sao Paulo",450000,2,1,3,40
1693,"Higienópolis, Sao Paulo",1860000,3,4,3,210
1694,"Jardim  Paulista, Sao Paulo",720000,2,1,3,90
1695,"Liberdade, Sao Paulo",150000,1,1,3,30
1696,"Vila  Madalena, Sao Paulo",1165000,3,2,3,104
1697,"Saúde, Sao Paulo",649000,2,2,3,73
1698,"Vila  Gomes  Cardim, Sao Paulo",720000,3,2,2,72
1699,"Cerqueira  César, Sao Paulo",3980000,4,3,3,369
1700,"Parque  Reboucas, Sao Paulo",165900,2,1,3,43
1701,"Jardim  Adhemar  de  Barros, Sao Paulo",820000,3,2,2,139
1702,"Jardins, Sao Paulo",1500000,2,2,2,163
1703,"Jaguaré, Sao Paulo",270000,2,1,2,50
1704,"Moema, Sao Paulo",600000,2,1,2,96
1705,"Vila  Maria  Alta, Sao Paulo",560000,3,2,2,80
1706,"Moema, Sao Paulo",550000,0,1,2,37
1707,"Santana, Sao Paulo",1440000,4,5,3,238
1708,"Tatuapé, Sao Paulo",935000,3,3,2,107
1709,"Bela  Vista, Sao Paulo",2150000,3,3,2,263
1710,"Cidade  Satélite  Santa  Bárbara, Sao Paulo",159000,2,1,2,35
1711,"Brás, Sao Paulo",280000,2,2,2,45
1712,"Lapa, Sao Paulo",1500000,3,4,3,198
1713,"Jardim  Guedala, Sao Paulo",6900000,4,5,5,357
1714,"Vila  Olímpia, Sao Paulo",1330000,4,4,2,162
1715,"Vila  Mariana, Sao Paulo",540000,0,2,2,59
1716,"Higienópolis, Sao Paulo",2100000,0,3,2,240
1717,"Cambuci, Sao Paulo",193102,2,1,2,35
1718,"Vila  Mariana, Sao Paulo",565000,2,1,2,111
1719,"Sumaré, Sao Paulo",940800,2,3,2,75
1720,"Chácara  Inglesa, Sao Paulo",400000,0,1,2,67
1721,"Vila  Mariana, Sao Paulo",1470000,3,3,2,113
1722,"Vila  Mariana, Sao Paulo",1929000,4,4,2,155
1723,"Paraíso, Sao Paulo",1310000,3,3,2,147
1724,"Moema, Sao Paulo",1494000,3,4,2,125
1725,"Jardim  Marajoara, Sao Paulo",340000,2,1,2,62
1726,"Jardim  Paulista, Sao Paulo",900000,2,1,2,87
1727,"Bela  Vista, Sao Paulo",1550000,0,2,2,200
1728,"Jardim  Ampliação, Sao Paulo",380000,3,2,2,74
1729,"Ipiranga, Sao Paulo",995000,3,3,2,115
1730,"Moema, Sao Paulo",1700000,4,5,4,165
1731,"Alto  da  Mooca, Sao Paulo",2330000,3,5,3,202
1732,"Jardim  Paulista, Sao Paulo",510000,1,1,3,42
1733,"Higienópolis, Sao Paulo",1400000,3,3,3,130
1734,"Vila  Monte  Alegre, Sao Paulo",1220000,3,3,3,308
1735,"Consolação, Sao Paulo",580000,1,1,3,44
1736,"Sacomã, Sao Paulo",350000,3,2,3,63
1737,"Brooklin, Sao Paulo",1900000,3,2,2,138
1738,"Santana, Sao Paulo",480000,1,1,2,44
1739,"Pirituba, Sao Paulo",192000,2,1,2,52
1740,"Vila  Moraes, Sao Paulo",270000,2,1,2,65
1741,"Aclimação, Sao Paulo",1450000,3,4,2,127
1742,"Perdizes, Sao Paulo",1350000,4,4,2,158
1743,"Liberdade, Sao Paulo",290000,0,1,2,28
1744,"Pinheiros, Sao Paulo",795000,2,2,2,63
1745,"São  Miguel  Paulista, Sao Paulo",157000,2,1,2,41
1746,"Jardim  Paulista, Sao Paulo",1500000,3,3,2,137
1747,"Cambuci, Sao Paulo",340000,0,1,2,45
1748,"Vila  Andrade, Sao Paulo",2200000,3,6,4,308
1749,"Penha, Sao Paulo",335000,2,2,4,55
1750,"Morumbi, Sao Paulo",690000,3,3,2,106
1751,"Jardins, Sao Paulo",315000,1,1,2,38
1752,"Jardim  das  Vertentes, Sao Paulo",570000,3,1,2,130
1753,"Perdizes, Sao Paulo",1950000,0,4,4,220
1754,"Vila  Suzana, Sao Paulo",1150000,3,4,3,238
1755,"Vila  Gumercindo, Sao Paulo",1250000,3,3,2,98
1756,"Jaçanã, Sao Paulo",320000,3,1,2,76
1757,"Perdizes, Sao Paulo",1950000,2,3,2,160
1758,"Planalto  Paulista, Sao Paulo",1200000,3,1,2,125
1759,"Perdizes, Sao Paulo",596000,2,1,2,60
1760,"Bela  Vista, Sao Paulo",850000,2,1,2,105
1761,"Higienópolis, Sao Paulo",2750000,0,3,2,250
1762,"Pirituba, Sao Paulo",215990,2,1,2,44
1763,"Campo  Belo, Sao Paulo",370000,0,1,2,68
1764,"Tatuapé, Sao Paulo",619000,2,4,2,73
1765,"Sumaré, Sao Paulo",680000,2,1,2,95
1766,"Jardim  Brasil   Zona  Sul, Sao Paulo",950000,1,2,2,105
1767,"Bela  Vista, Sao Paulo",1500000,3,2,2,170
1768,"Vila  Campanela, Sao Paulo",179000,2,1,2,35
1769,"Paraíso, Sao Paulo",7000000,5,6,4,641
1770,"Vila  Romana, Sao Paulo",1780000,0,4,3,172
1771,"Vila  Nova  Conceição, Sao Paulo",750000,2,1,3,65
1772,"Vila  Monte  Alegre, Sao Paulo",410000,2,2,3,76
1773,"Lauzane  Paulista, Sao Paulo",765000,3,3,2,118
1774,"Pompéia, Sao Paulo",780550,2,2,2,72
1775,"Santana, Sao Paulo",395000,2,1,2,70
1776,"Alto  da  Lapa, Sao Paulo",772658,2,1,2,68
1777,"Vila  Ipojuca, Sao Paulo",675000,2,2,2,67
1778,"Vila  Vermelha, Sao Paulo",445000,2,2,2,56
1779,"Jardim  Celeste, Sao Paulo",149900,2,1,2,41
1780,"Vila  Gumercindo, Sao Paulo",720000,2,2,2,82
1781,"Jardins, Sao Paulo",390000,1,1,2,29
1782,"Vila  Prudente, Sao Paulo",318001,2,1,2,56
1783,"Vila  Mariana, Sao Paulo",700000,4,2,2,138
1784,"Vila  Olímpia, Sao Paulo",370000,1,1,2,25
1785,"Perdizes, Sao Paulo",1064003,2,2,2,82
1786,"Paraíso, Sao Paulo",965000,2,2,2,65
1787,"Jardim  Marajoara, Sao Paulo",440000,3,2,2,85
1788,"Artur  Alvim, Sao Paulo",169900,1,1,2,33
1789,"Campo  Belo, Sao Paulo",1650000,2,2,2,130
1790,"Indianópolis, Sao Paulo",330000,1,1,2,30
1791,"Jardim  Paulista, Sao Paulo",1300000,0,2,2,100
1792,"Vila  Buarque, Sao Paulo",320400,1,1,2,34
1793,"Bela  Vista, Sao Paulo",267000,1,1,2,37
1794,"Vila  Leopoldina, Sao Paulo",2000000,3,4,3,178
1795,"Vila  Suzana, Sao Paulo",1189900,4,5,4,238
1796,"Interlagos, Sao Paulo",520000,3,3,2,76
1797,"Jardim  Ester  Yolanda, Sao Paulo",630000,2,3,2,89
1798,"Vila  Mariana, Sao Paulo",1382000,3,1,2,144
1799,"Perdizes, Sao Paulo",550000,2,2,2,82
1800,"Higienópolis, Sao Paulo",1950000,4,2,2,180
1801,"Chácara  Santo  Antônio, Sao Paulo",1380000,4,1,4,160
1802,"Jardim  Paulista, Sao Paulo",690000,1,1,4,65
1803,"Vila  Olímpia, Sao Paulo",540000,1,1,4,43
1804,"Mooca, Sao Paulo",840000,2,2,2,82
1805,"Vila  Olímpia, Sao Paulo",585000,1,1,2,33
1806,"Ipiranga, Sao Paulo",1350000,3,2,2,111
1807,"Consolação, Sao Paulo",525000,1,1,2,18
1808,"Vila  Guarani  Zona  Sul, Sao Paulo",639100,3,1,2,83
1809,"Moema, Sao Paulo",2500000,4,0,3,200
1810,"Brooklin, Sao Paulo",1755000,3,3,2,120
1811,"Jardim  Adhemar  de  Barros, Sao Paulo",350000,2,1,2,64
1812,"Vila  Monumento, Sao Paulo",855000,3,1,3,80
1813,"Alto  da  Lapa, Sao Paulo",550000,0,5,3,98
1814,"Panamby, Sao Paulo",790000,1,3,2,104
1815,"Itaim  Bibi, Sao Paulo",1400000,3,0,2,96
1816,"Lauzane  Paulista, Sao Paulo",1400000,4,5,3,235
1817,"Perdizes, Sao Paulo",1450000,3,4,2,134
1818,"Vila  Mariana, Sao Paulo",850000,3,2,3,110
1819,"Vila  Mascote, Sao Paulo",1961000,3,5,3,156
1820,"Jardim  Arpoador, Sao Paulo",573000,4,3,2,95
1821,"Jardim  das  Acácias, Sao Paulo",1955097,4,4,3,163
1822,"Santa  Cecília, Sao Paulo",1600000,3,1,3,160
1823,"Vila  Nova  Conceição, Sao Paulo",9000000,4,0,5,320
1824,"Campo  Belo, Sao Paulo",950000,0,2,2,74
1825,"Lapa, Sao Paulo",480000,3,2,2,71
1826,"Perdizes, Sao Paulo",850000,0,2,2,140
1827,"Vila  Romana, Sao Paulo",1900000,4,2,3,177
1828,"Jardim  Paulista, Sao Paulo",6405000,4,4,4,315
1829,"Jardim  Paulista, Sao Paulo",1290000,0,1,4,178
1830,"Santa  Cecília, Sao Paulo",9000000,4,7,3,902
1831,"Moema, Sao Paulo",2200000,3,0,4,210
1832,"Vila  Clementino, Sao Paulo",1100000,3,1,2,115
1833,"Vila  Romana, Sao Paulo",667800,2,2,2,70
1834,"Vila  Pompéia, Sao Paulo",1445000,3,1,3,123
1835,"Santo  Amaro, Sao Paulo",356000,2,2,3,53
1836,"Parada  Inglesa, Sao Paulo",205310,2,1,3,34
1837,"Chácara  Santo  Antônio, Sao Paulo",1650000,3,4,2,143
1838,"Vila  Leopoldina, Sao Paulo",3285000,4,4,3,230
1839,"Vila  Paulicéia, Sao Paulo",960000,3,3,3,120
1840,"Vila  Olímpia, Sao Paulo",735000,2,1,3,68
1841,"Vila  Dom  Pedro  I, Sao Paulo",449000,2,2,3,55
1842,"Bela  Vista, Sao Paulo",255000,1,1,3,34
1843,"Jardim  Paulista, Sao Paulo",2350000,4,4,2,247
1844,"Cerqueira  César, Sao Paulo",310000,1,1,2,29
1845,"Alto  da  Lapa, Sao Paulo",620000,3,2,2,76
1846,"Vila  Romana, Sao Paulo",550000,2,1,2,69
1847,"Vila  Mascote, Sao Paulo",830000,2,2,2,110
1848,"Jardim  Paulista, Sao Paulo",1600000,3,3,2,181
1849,"Bosque  da  Saúde, Sao Paulo",2000000,4,4,4,240
1850,"Brooklin  Novo, Sao Paulo",2265000,4,6,4,189
1851,"Jardim  Boa  Vista   Zona  Oeste, Sao Paulo",223000,3,1,4,55
1852,"Alto  da  Lapa, Sao Paulo",970000,3,1,2,106
1853,"Jabaquara, Sao Paulo",358000,1,2,2,75
1854,"Pinheiros, Sao Paulo",650000,1,1,2,52
1855,"Cidade  São  Mateus, Sao Paulo",119000,1,1,2,25
1856,"Vila  Leopoldina, Sao Paulo",690000,3,2,2,78
1857,"Parque  Reboucas, Sao Paulo",420000,3,2,2,68
1858,"Moema, Sao Paulo",1100000,2,1,2,109
1859,"Santo  Amaro, Sao Paulo",651900,3,3,2,92
1860,"Boaçava, Sao Paulo",1480000,3,4,2,165
1861,"Vila  Leopoldina, Sao Paulo",2899999,4,5,3,230
1862,"Brooklin, Sao Paulo",1700000,2,3,2,108
1863,"Vila  Guarani  Zona  Sul, Sao Paulo",205000,1,1,2,27
1864,"Santana, Sao Paulo",1580000,3,4,3,179
1865,"Vila  Olímpia, Sao Paulo",1195000,1,1,3,48
1866,"Campo  Belo, Sao Paulo",1035000,2,3,2,79
1867,"Moema, Sao Paulo",655000,1,1,2,39
1868,"Paraíso, Sao Paulo",1550000,3,2,2,147
1869,"Vila  Moinho  Velho, Sao Paulo",577000,3,2,2,76
1870,"Vila  Madalena, Sao Paulo",1010000,3,3,2,105
1871,"Brooklin, Sao Paulo",1800000,3,4,3,168
1872,"Pinheiros, Sao Paulo",725000,0,1,3,76
1873,"Jardim  Anália  Franco, Sao Paulo",1450000,4,4,3,141
1874,"Higienópolis, Sao Paulo",1250000,3,1,3,120
1875,"Higienópolis, Sao Paulo",2200000,3,2,2,210
1876,"Tatuapé, Sao Paulo",809000,3,3,2,88
1877,"Santana, Sao Paulo",750000,3,2,2,105
1878,"Jardim  Paulista, Sao Paulo",6380000,4,4,4,336
1879,"Várzea  da  Barra  Funda, Sao Paulo",239150,2,1,4,41
1880,"Brooklin, Sao Paulo",2100000,4,5,4,205
1881,"Cambuci, Sao Paulo",575000,3,2,4,72
1882,"Belém, Sao Paulo",860000,4,1,2,168
1883,"Liberdade, Sao Paulo",287200,1,1,2,26
1884,"Moema, Sao Paulo",1980000,0,4,2,164
1885,"Chácara  Klabin, Sao Paulo",765000,3,2,2,68
1886,"Vila  Madalena, Sao Paulo",1599000,3,4,3,128
1887,"Vila  Monumento, Sao Paulo",433000,3,2,3,66
1888,"Ipiranga, Sao Paulo",1129000,3,4,3,135
1889,"Vila  Uberabinha, Sao Paulo",1290000,2,1,3,90
1890,"Vila  Pompéia, Sao Paulo",650000,3,2,3,115
1891,"Vila  Andrade, Sao Paulo",320000,2,1,3,47
1892,"Jardim  Paulista, Sao Paulo",850000,3,1,3,135
1893,"Paraíso, Sao Paulo",1900000,4,3,2,190
1894,"Saúde, Sao Paulo",1250000,0,3,3,120
1895,"Jardim  Celeste, Sao Paulo",149900,2,1,3,41
1896,"Aclimação, Sao Paulo",3490000,3,5,4,350
1897,"Parque  Bristol, Sao Paulo",330000,3,2,4,63
1898,"Pompéia, Sao Paulo",898000,1,1,4,88
1899,"Brás, Sao Paulo",322000,2,2,4,55
1900,"Vila  Pompéia, Sao Paulo",795000,3,2,2,98
1901,"Higienópolis, Sao Paulo",1950000,4,1,2,240
1902,"Vila  São  José   Ipiranga, Sao Paulo",640000,2,3,2,104
1903,"Jardim  Dom  Bosco, Sao Paulo",954000,3,3,2,130
1904,"Vila  Mariana, Sao Paulo",752000,1,2,2,48
1905,"Moema, Sao Paulo",3335000,3,5,3,184
1906,"Moema, Sao Paulo",3075000,4,6,7,472
1907,"Itaim  Bibi, Sao Paulo",3349900,3,5,2,146
1908,"Tatuapé, Sao Paulo",438000,2,2,2,60
1909,"Pompéia, Sao Paulo",950000,2,2,2,140
1910,"Aclimação, Sao Paulo",2750000,4,0,4,282
1911,"Perdizes, Sao Paulo",1290000,3,4,2,121
1912,"Pinheiros, Sao Paulo",2349000,3,4,2,150
1913,"Vila  Olímpia, Sao Paulo",1268000,2,3,2,95
1914,"Vila  Monumento, Sao Paulo",400000,2,1,2,80
1915,"Higienópolis, Sao Paulo",1800000,3,1,2,200
1916,"Santana, Sao Paulo",1200000,3,3,2,140
1917,"Vila  Mariana, Sao Paulo",3800000,4,5,4,198
1918,"Santana, Sao Paulo",1065000,3,2,3,180
1919,"Jardim  Paulista, Sao Paulo",370000,1,1,3,33
1920,"Jardim  Ester, Sao Paulo",540000,3,3,2,77
1921,"Itaim  Bibi, Sao Paulo",750000,3,1,2,93
1922,"Moema, Sao Paulo",1650000,3,5,2,166
1923,"Brooklin, Sao Paulo",1200000,4,4,3,120
1924,"Jardim  Paulista, Sao Paulo",2500000,3,3,3,183
1925,"Vila  Mariana, Sao Paulo",900000,3,3,3,172
1926,"Santana, Sao Paulo",620000,3,2,2,80
1927,"Vila  Formosa, Sao Paulo",800000,4,5,3,176
1928,"Vila  Mascote, Sao Paulo",970000,3,3,2,113
1929,"Jardim  Ester  Yolanda, Sao Paulo",320000,2,1,2,65
1930,"Morumbi, Sao Paulo",317000,2,1,2,48
1931,"Bela  Vista, Sao Paulo",1100000,2,0,2,100
1932,"Vila  Leopoldina, Sao Paulo",1080000,4,4,3,116
1933,"Bela  Vista, Sao Paulo",425000,2,2,3,76
1934,"Itaim  Bibi, Sao Paulo",7890000,4,5,4,287
1935,"Alto  da  Mooca, Sao Paulo",905000,3,2,2,96
1936,"Cidade  Líder, Sao Paulo",205000,2,1,2,47
1937,"Vila  Romana, Sao Paulo",880000,3,1,2,94
1938,"Higienópolis, Sao Paulo",2050000,4,5,3,210
1939,"Jardim  da  Glória, Sao Paulo",350000,2,1,3,60
1940,"Jardins, Sao Paulo",5200000,4,6,4,400
1941,"Vila  Prudente, Sao Paulo",428000,3,2,4,65
1942,"Chácara  Santo  Antônio, Sao Paulo",730000,2,2,2,82
1943,"Vila  Cunha  Bueno, Sao Paulo",310000,0,1,2,64
1944,"Jardim  Umarizal, Sao Paulo",212500,2,1,2,41
1945,"Jardim  Paulista, Sao Paulo",687000,2,1,2,60
1946,"Vila  Carrão, Sao Paulo",735000,3,4,3,213
1947,"Moema, Sao Paulo",1800000,3,0,2,140
1948,"Cidade  Monções, Sao Paulo",1714000,0,0,2,131
1949,"Sumaré, Sao Paulo",1050000,2,2,2,89
1950,"Tatuapé, Sao Paulo",380000,2,2,2,75
1951,"Consolação, Sao Paulo",640000,0,1,2,57
1952,"Vila  Firmiano  Pinto, Sao Paulo",450000,2,1,2,65
1953,"Jabaquara, Sao Paulo",250000,2,1,2,62
1954,"Vila  Suzana, Sao Paulo",1039900,3,4,3,174
1955,"Santa  Teresinha, Sao Paulo",1490000,3,4,2,140
1956,"Jardim  Paulista, Sao Paulo",850000,3,3,2,80
1957,"Vila  Olímpia, Sao Paulo",1031000,1,1,2,80
1958,"Santa  Cecília, Sao Paulo",480000,2,1,2,57
1959,"Lar  São  Paulo, Sao Paulo",610000,2,1,2,86
1960,"Jardim  Bonfiglioli, Sao Paulo",390000,2,2,2,62
1961,"Bom  Retiro, Sao Paulo",390000,2,1,2,61
1962,"Santana, Sao Paulo",1600000,4,7,5,301
1963,"Brooklin, Sao Paulo",1100000,2,2,2,84
1964,"Campo  Belo, Sao Paulo",5880000,4,6,5,370
1965,"Saúde, Sao Paulo",637000,0,1,5,75
1966,"Chácara  Santo  Antônio   Zona  Leste, Sao Paulo",2580000,0,6,4,242
1967,"Higienópolis, Sao Paulo",1950000,3,1,4,210
1968,"Pinheiros, Sao Paulo",413500,1,0,4,49
1969,"Moema, Sao Paulo",1580000,4,0,2,170
1970,"Jardins, Sao Paulo",320000,1,1,2,28
1971,"Campo  Belo, Sao Paulo",1750000,4,5,3,170
1972,"Água  Branca, Sao Paulo",1020000,3,3,2,84
1973,"Barra  Funda, Sao Paulo",400000,2,1,2,84
1974,"Santana, Sao Paulo",475000,2,2,2,78
1975,"Perdizes, Sao Paulo",800000,0,2,2,77
1976,"Itaim  Bibi, Sao Paulo",300000,1,1,2,33
1977,"Pompéia, Sao Paulo",1400000,3,3,2,148
1978,"Perdizes, Sao Paulo",1580000,3,2,2,198
1979,"Moema, Sao Paulo",1580000,3,3,2,161
1980,"República, Sao Paulo",300000,1,1,2,37
1981,"Paraíso, Sao Paulo",980000,0,2,2,102
1982,"Brooklin, Sao Paulo",1500000,3,4,2,187
1983,"Vila  Ema, Sao Paulo",159000,1,1,2,33
1984,"Ipiranga, Sao Paulo",396000,3,1,2,70
1985,"Vila  Andrade, Sao Paulo",430000,3,2,2,75
1986,"Jardim  Marajoara, Sao Paulo",530000,2,2,2,75
1987,"Cerqueira  César, Sao Paulo",1150000,2,1,2,95
1988,"Campo  Limpo, Sao Paulo",150000,2,1,2,49
1989,"Pinheiros, Sao Paulo",1800000,0,2,2,170
1990,"Vila  Gumercindo, Sao Paulo",495000,2,2,2,73
1991,"Moema, Sao Paulo",1060001,3,3,2,90
1992,"Perdizes, Sao Paulo",2931000,4,6,4,260
1993,"Cambuci, Sao Paulo",550000,0,2,4,82
1994,"Higienópolis, Sao Paulo",1600000,3,2,2,140
1995,"Vila  Parque  Jabaquara, Sao Paulo",203000,1,1,2,35
1996,"Perdizes, Sao Paulo",1120000,3,3,2,127
1997,"Centro, Sao Paulo",630000,2,2,2,64
1998,"Vila  Mariana, Sao Paulo",354000,1,1,2,36
1999,"Campo  Belo, Sao Paulo",1500000,3,5,3,178
2000,"Perdizes, Sao Paulo",1200000,3,4,2,127
2001,"Barra  Funda, Sao Paulo",590000,2,1,2,100
2002,"Santana, Sao Paulo",1590000,4,6,3,205
2003,"Moema, Sao Paulo",1385000,4,5,3,160
2004,"Jardim  Marajoara, Sao Paulo",900000,2,4,2,117
2005,"Vila  Mariana, Sao Paulo",850000,3,3,2,123
2006,"Jardim  Marajoara, Sao Paulo",420000,2,3,2,74
2007,"Higienópolis, Sao Paulo",760000,2,1,2,90
2008,"Vila  Mascote, Sao Paulo",1450000,4,3,3,270
2009,"Interlagos, Sao Paulo",298870,3,1,3,75
2010,"Santa  Teresinha, Sao Paulo",450000,3,4,2,110
2011,"Moema, Sao Paulo",1915000,4,6,3,228
2012,"Morumbi  Sul, Sao Paulo",295000,2,1,3,51
2013,"Pinheiros, Sao Paulo",1600000,3,3,3,147
2014,"Santana, Sao Paulo",2150000,3,6,3,298
2015,"Jardim  Marajoara, Sao Paulo",460000,3,2,3,74
2016,"Vila  Mascote, Sao Paulo",650000,2,2,3,63
2017,"Pompéia, Sao Paulo",549000,2,1,3,55
2018,"Vila  Nova  Conceição, Sao Paulo",2000000,1,1,2,78
2019,"Pinheiros, Sao Paulo",1378000,2,2,2,106
2020,"Lauzane  Paulista, Sao Paulo",1300000,4,5,3,153
2021,"Vila  Zilda, Sao Paulo",629000,3,1,2,85
2022,"Alto  da  Boa  Vista, Sao Paulo",2970000,3,4,3,296
2023,"Perdizes, Sao Paulo",3189000,4,6,4,360
2024,"Saúde, Sao Paulo",430000,3,1,4,67
2025,"Vila  Mascote, Sao Paulo",1280000,4,4,2,147
2026,"Moema, Sao Paulo",2300001,3,4,3,165
2027,"Butantã, Sao Paulo",274000,1,1,3,32
2028,"Higienópolis, Sao Paulo",750000,3,2,3,95
2029,"Brooklin, Sao Paulo",1400000,3,5,2,135
2030,"Perdizes, Sao Paulo",460000,1,1,2,47
2031,"Moema, Sao Paulo",2900000,3,5,3,211
2032,"Vila  Olímpia, Sao Paulo",215000,1,1,3,29
2033,"Panamby, Sao Paulo",1060000,3,5,2,141
2034,"Brooklin  Novo, Sao Paulo",1200000,3,4,3,121
2035,"Campo  Belo, Sao Paulo",2150000,3,3,5,353
2036,"Bela  Vista, Sao Paulo",310000,1,1,5,21
