,Unnamed: 0,region,sales_price,bedroom,bathroom,parking,dimensions,latitude,longitude,mean_price,std_price,price_meter,average
3824,4315,"Saude, Sao Paulo",1250000,0,3,3,120,-23.61517795,-46.6433933431463,695812.168253968,370447.777904106,10416.6666666667,8483.63977850064
3825,4316,"Pinheiros, Sao Paulo",1300000,0,3,3,132,-23.567249,-46.7019515,9498833.46488294,133935791.599595,9848.48484848485,11657.2479284877
3826,4317,"Agua Branca, Sao Paulo",460000,3,2,2,65,-23.5212579,-46.6885155,1124235.63636364,1182038.94510049,7076.92307692308,8288.36729210497
3827,4318,"Jardins, Sao Paulo",485000,1,1,2,27,-22.3436278,-49.0169154,1086111.02362205,1256021.80050732,17962.962962963,11843.3035711004
3828,4319,"Paraiso, Sao Paulo",920000,3,3,2,120,-21.015911,-48.776105,1902170.73076923,2255836.20716688,7666.66666666667,10680.1024605127
3829,4320,"Tatuape, Sao Paulo",750000,3,2,2,92,-23.5402524,-46.5766424,4271430.15463918,55348723.6114065,8152.17391304348,8044.85396350019
3830,4321,"Jardim Celeste, Sao Paulo",149900,2,1,2,41,-23.4855674,-47.4932116,198385.172839506,73043.8737158686,3656.09756097561,4023.83916121497
3831,4322,"Moema, Sao Paulo",750000,0,1,2,66,-23.59458475,-46.6618011333378,1703423.09970458,1595995.23534446,11363.6363636364,11915.5734933051
3832,4323,"Agua Fria, Sao Paulo",255000,2,1,2,45,-23.4817879,-46.62499,903760.0,702509.684393508,5666.66666666667,6566.79711318238
3833,4324,"Vila Anastacio, Sao Paulo",690000,2,2,2,66,-23.5155169,-46.7182463,797049.217948718,200968.44103346,10454.5454545455,8065.44695543384
3834,4325,"Higienopolis, Sao Paulo",1170000,2,2,2,130,-20.8368569,-49.3881547,2011172.37823834,1602435.53969756,9000.0,10146.6353707394
3835,4326,"Tatuape, Sao Paulo",1170000,4,4,2,132,-23.5402524,-46.5766424,4271430.15463918,55348723.6114065,8863.63636363636,8044.85396350019
3836,4327,"Ipiranga, Sao Paulo",660000,2,2,2,70,-23.58927255,-46.6061620666765,6788486.45112782,97539752.7657012,9428.57142857143,7897.2726600197
3837,4328,"Jardim Paulista, Sao Paulo",1100000,3,1,2,110,-23.5674355,-46.6636917206251,4304926.06760204,66042742.7032011,10000.0,12319.3530995925
3838,4330,"Tucuruvi, Sao Paulo",578900,2,2,4,67,-23.4800747,-46.6032701,414604.166666667,158474.500703389,8640.29850746269,6508.05094120336
3839,4331,"Itaim Bibi, Sao Paulo",310000,1,1,4,27,-23.6015117,-46.6852079877868,8912909.01339286,100018534.494108,11481.4814814815,15011.4003739799
3840,4332,"Santa Cecilia, Sao Paulo",600000,1,1,4,46,-23.5296595,-46.6518917695503,1173729.53753754,1078726.70778865,13043.4782608696,8720.40445666074
3841,4333,"Vila Olimpia, Sao Paulo",475000,1,1,4,30,-23.5940278,-46.6842193,1514912.16589862,2456756.82047168,15833.3333333333,17165.5774083761
3842,4334,"Bela Vista, Sao Paulo",280000,1,1,4,39,-23.5622095,-46.6477664878894,764672.640275387,602466.825978067,7179.48717948718,8904.73187153836
3843,4335,"Vila Andrade, Sao Paulo",1300000,4,5,3,163,-23.62819865,-46.7289985764111,692110.807291667,418911.514483648,7975.46012269939,6215.97285670845
3844,4336,"Pinheiros, Sao Paulo",1406000,3,3,2,90,-23.567249,-46.7019515,9498833.46488294,133935791.599595,15622.2222222222,11657.2479284877
3845,4337,"Moema, Sao Paulo",1960000,3,4,2,160,-23.59458475,-46.6618011333378,1703423.09970458,1595995.23534446,12250.0,11915.5734933051
3846,4338,"Vila Leonor, Sao Paulo",563000,2,2,2,78,-23.4373051,-46.5429071,708200.0,105295.140755244,7217.94871794872,8031.51158692396
3847,4339,"Morumbi, Sao Paulo",554000,3,3,2,92,-23.5957392,-46.7072595387581,5063457.15289256,66800147.0710498,6021.73913043478,6114.79985112859
3848,4340,"Vila Andrade, Sao Paulo",480000,2,2,2,75,-23.62819865,-46.7289985764111,692110.807291667,418911.514483648,6400.0,6215.97285670845
3849,4341,"Brooklin, Sao Paulo",480000,1,1,2,18,-23.6268017,-46.6881279,1313120.3120155,827255.463301132,26666.6666666667,11250.0325940017
3850,4342,"Moema, Sao Paulo",980000,2,2,2,89,-23.59458475,-46.6618011333378,1703423.09970458,1595995.23534446,11011.2359550562,11915.5734933051
3851,4343,"Jaragua, Sao Paulo",205000,2,1,2,47,-23.446658,-46.7362126231286,216857.142857143,30726.9077055088,4361.70212765957,4512.99686623784
3852,4344,"Bela Vista, Sao Paulo",305000,0,1,2,50,-23.5622095,-46.6477664878894,764672.640275387,602466.825978067,6100.0,8904.73187153836
3853,4345,"Tatuape, Sao Paulo",980000,3,2,2,107,-23.5402524,-46.5766424,4271430.15463918,55348723.6114065,9158.8785046729,8044.85396350019
3854,4346,"Vila Romana, Sao Paulo",1330000,4,2,2,133,-21.2383197,-47.7796753,1181947.56521739,529745.481383932,10000.0,9599.97320195427
3855,4347,"Brooklin, Sao Paulo",1575000,3,5,3,166,-23.6268017,-46.6881279,1313120.3120155,827255.463301132,9487.95180722892,11250.0325940017
3856,4348,"Agua Branca, Sao Paulo",1400000,4,2,3,189,-23.5212579,-46.6885155,1124235.63636364,1182038.94510049,7407.40740740741,8288.36729210497
3857,4349,"Vila Madalena, Sao Paulo",900000,3,2,3,108,-23.5464956,-46.6911243,3193818.11666667,28337134.1943227,8333.33333333333,11338.74778908
3858,4351,"Jardim Marajoara, Sao Paulo",1590000,3,5,3,190,-23.6553634,-46.6849371,921587.62371134,762683.693981124,8368.42105263158,6897.0202066241
3859,4352,"Sumare, Sao Paulo",298000,1,1,3,29,-22.8217964,-47.267105,969035.352564103,493268.626005734,10275.8620689655,10129.5457022427
3860,4353,"Parque Arariba, Sao Paulo",209000,2,1,3,41,-23.6393583,-46.7508121893928,203733.333333333,4861.73534740789,5097.56097560976,4969.10569105691
3861,4354,"Higienopolis, Sao Paulo",1650000,3,1,2,160,-20.8368569,-49.3881547,2011172.37823834,1602435.53969756,10312.5,10146.6353707394
3862,4355,"Vila Mariana, Sao Paulo",1350000,4,1,2,149,-23.5837,-46.6327408242069,3831617.27837838,57698436.8535569,9060.40268456376,10752.8909823284
3863,4356,"Perdizes, Sao Paulo",555000,0,1,2,60,-23.5379295,-46.680670510854,1407561.56599789,909665.465898378,9250.0,9409.53370787521
3864,4357,"Granja Julieta, Sao Paulo",890000,2,2,2,75,-23.6275329,-46.7120009,1517233.33333333,943357.711191448,11866.6666666667,9598.47968346014
3865,4358,"Moema, Sao Paulo",920000,3,2,2,87,-23.59458475,-46.6618011333378,1703423.09970458,1595995.23534446,10574.7126436782,11915.5734933051
3866,4359,"Higienopolis, Sao Paulo",1150000,2,2,2,120,-20.8368569,-49.3881547,2011172.37823834,1602435.53969756,9583.33333333333,10146.6353707394
3867,4361,"Parque da Mooca, Sao Paulo",180000,1,1,2,32,-23.5705085,-46.5869081,692249.9375,811093.335710136,5625.0,5504.15551315228
3868,4362,"Higienopolis, Sao Paulo",1560000,3,3,2,156,-20.8368569,-49.3881547,2011172.37823834,1602435.53969756,10000.0,10146.6353707394
3869,4363,"Imirim, Sao Paulo",350000,2,1,2,57,-23.4910951,-46.6470601,488325.0,232733.234431808,6140.35087719298,6300.40840087613
3870,4364,"Panamby, Sao Paulo",900000,3,3,2,113,-23.5190045,-46.6676637,1459952.52884615,953463.062536221,7964.6017699115,7434.87860491516
3871,4365,"Pompeia, Sao Paulo",700000,3,1,2,63,-22.1088293,-50.1720753,957891.180257511,490757.041916436,11111.1111111111,9587.72284680743
3872,4366,"Vila Mariana, Sao Paulo",957000,3,3,2,85,-23.5837,-46.6327408242069,3831617.27837838,57698436.8535569,11258.8235294118,10752.8909823284
3873,4367,"Brooklin, Sao Paulo",1200000,3,3,2,138,-23.6268017,-46.6881279,1313120.3120155,827255.463301132,8695.65217391304,11250.0325940017
3874,4368,"Vila Mariana, Sao Paulo",900001,3,3,2,100,-23.5837,-46.6327408242069,3831617.27837838,57698436.8535569,9000.01,10752.8909823284
3875,4369,"Itaim Bibi, Sao Paulo",1200000,0,2,2,98,-23.6015117,-46.6852079877868,8912909.01339286,100018534.494108,12244.8979591837,15011.4003739799
3876,4370,"Bela Vista, Sao Paulo",295000,1,1,2,40,-23.5622095,-46.6477664878894,764672.640275387,602466.825978067,7375.0,8904.73187153836
3877,4371,"Jardins, Sao Paulo",300000,1,1,2,30,-22.3436278,-49.0169154,1086111.02362205,1256021.80050732,10000.0,11843.3035711004
3878,4372,"Tatuape, Sao Paulo",1050000,3,4,3,141,-23.5402524,-46.5766424,4271430.15463918,55348723.6114065,7446.8085106383,8044.85396350019
3879,4374,"Vila Jaguara, Sao Paulo",290000,2,1,3,63,-23.5076149,-46.754978,288000.0,69426.2198308391,4603.1746031746,4857.14285714286
3880,4375,"Consolacao, Sao Paulo",400000,1,1,3,32,-23.5578872,-46.6603212,765623.320987654,684419.762554424,12500.0,10559.6070520883
3881,4377,"Brooklin, Sao Paulo",900000,0,2,2,97,-23.6268017,-46.6881279,1313120.3120155,827255.463301132,9278.35051546392,11250.0325940017
3882,4378,"Pompeia, Sao Paulo",1185000,3,2,2,124,-22.1088293,-50.1720753,957891.180257511,490757.041916436,9556.45161290323,9587.72284680743
3883,4379,"Pompeia, Sao Paulo",830000,3,2,2,86,-22.1088293,-50.1720753,957891.180257511,490757.041916436,9651.16279069767,9587.72284680743
3884,4380,"Bela Vista, Sao Paulo",795000,2,2,2,51,-23.5622095,-46.6477664878894,764672.640275387,602466.825978067,15588.2352941176,8904.73187153836
3885,4381,"Mooca, Sao Paulo",580000,2,2,2,76,-23.5617305,-46.5971404231074,643342.642512077,438909.920585585,7631.57894736842,6811.66160035022
3886,4382,"Brooklin, Sao Paulo",1280000,4,4,2,140,-23.6268017,-46.6881279,1313120.3120155,827255.463301132,9142.85714285714,11250.0325940017
3887,4383,"Itaim Bibi, Sao Paulo",1470000,3,2,2,103,-23.6015117,-46.6852079877868,8912909.01339286,100018534.494108,14271.8446601942,15011.4003739799
3888,4384,"Bom Retiro, Sao Paulo",750000,3,1,2,97,-23.5271385,-46.6368348465014,579380.952380952,382912.245845485,7731.9587628866,5030.96930378465
3889,4385,"Perdizes, Sao Paulo",2600000,3,5,2,210,-23.5379295,-46.680670510854,1407561.56599789,909665.465898378,12380.9523809524,9409.53370787521
3890,4386,"Chacara Santo Antonio, Sao Paulo",1200000,3,1,2,130,-23.4997345,-47.5533139,2717211.31386861,17851631.3128622,9230.76923076923,10489.7690667399
3891,4387,"Jardim Paulista, Sao Paulo",1700000,3,4,2,125,-23.5674355,-46.6636917206251,4304926.06760204,66042742.7032011,13600.0,12319.3530995925
3892,4388,"Chacara Inglesa, Sao Paulo",399999,2,2,2,57,-23.608307,-46.6323198,3035931.74766355,16223141.8165555,7017.52631578947,9202.93926679169
3893,4389,"Jardim Paulista, Sao Paulo",1650000,3,3,2,159,-23.5674355,-46.6636917206251,4304926.06760204,66042742.7032011,10377.358490566,12319.3530995925
3894,4390,"Alto da Lapa, Sao Paulo",466000,1,1,2,41,-23.5273913,-46.7130594,1235801.17142857,864905.375130452,11365.8536585366,9573.28543547313
3895,4391,"Moema, Sao Paulo",1600000,4,4,2,167,-23.59458475,-46.6618011333378,1703423.09970458,1595995.23534446,9580.83832335329,11915.5734933051
3896,4392,"Pinheiros, Sao Paulo",1200000,3,2,2,136,-23.567249,-46.7019515,9498833.46488294,133935791.599595,8823.52941176471,11657.2479284877
3897,4393,"Jardim Paulista, Sao Paulo",1100000,0,1,2,72,-23.5674355,-46.6636917206251,4304926.06760204,66042742.7032011,15277.7777777778,12319.3530995925
3898,4394,"Brooklin, Sao Paulo",2095000,4,5,3,158,-23.6268017,-46.6881279,1313120.3120155,827255.463301132,13259.4936708861,11250.0325940017
3899,4395,"Vila Mariana, Sao Paulo",689000,3,2,3,84,-23.5837,-46.6327408242069,3831617.27837838,57698436.8535569,8202.38095238095,10752.8909823284
3900,4396,"Jardim Celeste, Sao Paulo",149900,2,1,3,41,-23.4855674,-47.4932116,198385.172839506,73043.8737158686,3656.09756097561,4023.83916121497
3901,4397,"Santa Cecilia, Sao Paulo",1,0,2,2,98,-23.5296595,-46.6518917695503,1173729.53753754,1078726.70778865,0.0102040816326531,8720.40445666074
3902,4398,"Consolacao, Sao Paulo",1200000,3,2,2,115,-23.5578872,-46.6603212,765623.320987654,684419.762554424,10434.7826086957,10559.6070520883
3903,4399,"Agua Branca, Sao Paulo",380000,2,1,2,68,-23.5212579,-46.6885155,1124235.63636364,1182038.94510049,5588.23529411765,8288.36729210497
3904,4400,"Perdizes, Sao Paulo",350000,0,1,2,45,-23.5379295,-46.680670510854,1407561.56599789,909665.465898378,7777.77777777778,9409.53370787521
3905,4401,"Vila Mascote, Sao Paulo",1250000,3,4,3,119,-23.6453648,-46.6710776663326,857119.747252747,624265.245162966,10504.2016806723,7717.83652050937
3906,4402,"Chacara Santo Antonio, Sao Paulo",1817000,4,5,3,189,-23.4997345,-47.5533139,2717211.31386861,17851631.3128622,9613.75661375661,10489.7690667399
3907,4403,"Vila Pirituba, Sao Paulo",250500,2,2,3,49,-23.4821207,-46.7462644,242092.307692308,31326.1462024526,5112.24489795918,5177.43455072011
3908,4405,"Vila Pompeia, Sao Paulo",650000,2,2,4,102,-22.1088293,-50.1720753,935656.686567164,410822.613181909,6372.54901960784,9428.96225701311
3909,4407,"Vila Romana, Sao Paulo",560988,3,2,2,60,-21.2383197,-47.7796753,1181947.56521739,529745.481383932,9349.8,9599.97320195427
3910,4408,"Pinheiros, Sao Paulo",790000,2,1,2,81,-23.567249,-46.7019515,9498833.46488294,133935791.599595,9753.08641975309,11657.2479284877
3911,4409,"Vila Suzana, Sao Paulo",1049900,3,4,3,170,-23.1691829,-46.9136887,46056070.5771429,221509020.65101,6175.88235294118,5527.6066227255
3912,4410,"Higienopolis, Sao Paulo",1880000,3,3,3,170,-20.8368569,-49.3881547,2011172.37823834,1602435.53969756,11058.8235294118,10146.6353707394
3913,4411,"Itaim Bibi, Sao Paulo",1050000,0,2,3,97,-23.6015117,-46.6852079877868,8912909.01339286,100018534.494108,10824.7422680412,15011.4003739799
3914,4412,"Barra Funda, Sao Paulo",1190000,4,4,2,132,-23.5254616,-46.6675134,682101.714285714,342135.47445999,9015.15151515152,8351.14093307938
3915,4414,"Vila Mariana, Sao Paulo",1280000,3,5,3,116,-23.5837,-46.6327408242069,3831617.27837838,57698436.8535569,11034.4827586207,10752.8909823284
3916,4415,"Higienopolis, Sao Paulo",870000,3,3,2,110,-20.8368569,-49.3881547,2011172.37823834,1602435.53969756,7909.09090909091,10146.6353707394
3917,4416,"Parque Munhoz, Sao Paulo",200000,2,1,2,56,-20.4136201,-50.011611,197836.111111111,48039.9902032688,3571.42857142857,4672.36953587582
3918,4417,"Higienopolis, Sao Paulo",2550000,4,4,2,314,-20.8368569,-49.3881547,2011172.37823834,1602435.53969756,8121.01910828025,10146.6353707394
3919,4418,"Vila Madalena, Sao Paulo",700000,2,1,2,70,-23.5464956,-46.6911243,3193818.11666667,28337134.1943227,10000.0,11338.74778908
3920,4419,"Higienopolis, Sao Paulo",1950000,2,1,2,175,-20.8368569,-49.3881547,2011172.37823834,1602435.53969756,11142.8571428571,10146.6353707394
3921,4420,"Jardim Paulista, Sao Paulo",670000,0,2,2,45,-23.5674355,-46.6636917206251,4304926.06760204,66042742.7032011,14888.8888888889,12319.3530995925
3922,4421,"Vila Madalena, Sao Paulo",1100000,0,2,2,100,-23.5464956,-46.6911243,3193818.11666667,28337134.1943227,11000.0,11338.74778908
3923,4422,"Jardim Paulista, Sao Paulo",3600000,5,1,4,351,-23.5674355,-46.6636917206251,4304926.06760204,66042742.7032011,10256.4102564103,12319.3530995925
3924,4424,"Moema, Sao Paulo",1160000,0,2,2,116,-23.59458475,-46.6618011333378,1703423.09970458,1595995.23534446,10000.0,11915.5734933051
3925,4426,"Barra Funda, Sao Paulo",190000,1,1,3,35,-23.5254616,-46.6675134,682101.714285714,342135.47445999,5428.57142857143,8351.14093307938
3926,4427,"Tatuape, Sao Paulo",1127000,3,4,2,107,-23.5402524,-46.5766424,4271430.15463918,55348723.6114065,10532.7102803738,8044.85396350019
3927,4428,"Barra Funda, Sao Paulo",480000,2,1,2,52,-23.5254616,-46.6675134,682101.714285714,342135.47445999,9230.76923076923,8351.14093307938
3928,4430,"Brooklin, Sao Paulo",2550000,3,3,2,162,-23.6268017,-46.6881279,1313120.3120155,827255.463301132,15740.7407407407,11250.0325940017
3929,4431,"Perdizes, Sao Paulo",695000,2,2,2,82,-23.5379295,-46.680670510854,1407561.56599789,909665.465898378,8475.60975609756,9409.53370787521
3930,4432,"Vila Sao Francisco, Sao Paulo",279000,2,1,2,54,-23.5187828,-46.4911783,719126.666666667,326736.798992847,5166.66666666667,6768.99676148127
3931,4433,"Itaim Bibi, Sao Paulo",3500000,3,3,2,200,-23.6015117,-46.6852079877868,8912909.01339286,100018534.494108,17500.0,15011.4003739799
3932,4434,"Bela Vista, Sao Paulo",530000,1,1,2,50,-23.5622095,-46.6477664878894,764672.640275387,602466.825978067,10600.0,8904.73187153836
3933,4435,"Pinheiros, Sao Paulo",750000,1,1,2,80,-23.567249,-46.7019515,9498833.46488294,133935791.599595,9375.0,11657.2479284877
3934,4436,"Jardins, Sao Paulo",1350000,3,2,2,175,-22.3436278,-49.0169154,1086111.02362205,1256021.80050732,7714.28571428571,11843.3035711004
3935,4437,"Vila Suzana, Sao Paulo",1049900,3,4,3,170,-23.1691829,-46.9136887,46056070.5771429,221509020.65101,6175.88235294118,5527.6066227255
3936,4438,"Bela Vista, Sao Paulo",875000,2,1,3,48,-23.5622095,-46.6477664878894,764672.640275387,602466.825978067,18229.1666666667,8904.73187153836
3937,4439,"Tatuape, Sao Paulo",460000,1,1,3,50,-23.5402524,-46.5766424,4271430.15463918,55348723.6114065,9200.0,8044.85396350019
3938,4440,"Perdizes, Sao Paulo",1150000,3,4,2,121,-23.5379295,-46.680670510854,1407561.56599789,909665.465898378,9504.13223140496,9409.53370787521
3939,4441,"Higienopolis, Sao Paulo",2500000,3,2,3,197,-20.8368569,-49.3881547,2011172.37823834,1602435.53969756,12690.3553299492,10146.6353707394
3940,4442,"Pinheiros, Sao Paulo",1600000,2,2,2,120,-23.567249,-46.7019515,9498833.46488294,133935791.599595,13333.3333333333,11657.2479284877
3941,4443,"Saude, Sao Paulo",380000,0,2,2,52,-23.61517795,-46.6433933431463,695812.168253968,370447.777904106,7307.69230769231,8483.63977850064
3942,4444,"Santa Cecilia, Sao Paulo",2530000,3,0,2,210,-23.5296595,-46.6518917695503,1173729.53753754,1078726.70778865,12047.619047619,8720.40445666074
3943,4445,"Vila Olimpia, Sao Paulo",450000,2,1,2,40,-23.5940278,-46.6842193,1514912.16589862,2456756.82047168,11250.0,17165.5774083761
3944,4446,"Vila Olimpia, Sao Paulo",800000,2,2,2,79,-23.5940278,-46.6842193,1514912.16589862,2456756.82047168,10126.582278481,17165.5774083761
3945,4447,"Perdizes, Sao Paulo",1050000,2,3,2,85,-23.5379295,-46.680670510854,1407561.56599789,909665.465898378,12352.9411764706,9409.53370787521
3946,4448,"Brooklin, Sao Paulo",1680000,4,4,2,167,-23.6268017,-46.6881279,1313120.3120155,827255.463301132,10059.880239521,11250.0325940017
3947,4449,"Pinheiros, Sao Paulo",695000,1,1,2,46,-23.567249,-46.7019515,9498833.46488294,133935791.599595,15108.6956521739,11657.2479284877
3948,4450,"Bela Vista, Sao Paulo",789018,2,2,2,63,-23.5622095,-46.6477664878894,764672.640275387,602466.825978067,12524.0952380952,8904.73187153836
3949,4451,"Moema, Sao Paulo",2700000,4,5,4,165,-23.59458475,-46.6618011333378,1703423.09970458,1595995.23534446,16363.6363636364,11915.5734933051
3950,4452,"Liberdade, Sao Paulo",300000,0,1,4,58,-23.5667035,-46.6318092837399,398983.620689655,504726.074298932,5172.41379310345,6279.05878833232
3951,4453,"Vila Andrade, Sao Paulo",800000,0,3,3,160,-23.62819865,-46.7289985764111,692110.807291667,418911.514483648,5000.0,6215.97285670845
3952,4454,"Vila Mariana, Sao Paulo",576000,2,2,3,58,-23.5837,-46.6327408242069,3831617.27837838,57698436.8535569,9931.03448275862,10752.8909823284
3953,4455,"Real Parque, Sao Paulo",265000,1,1,3,35,-22.5672753,-47.4132936,1457350.56666667,1277318.79660358,7571.42857142857,6541.56201595628
3954,4456,"Jaguare, Sao Paulo",299000,3,1,3,64,-23.5420355,-46.749499250258,413324.9875,156665.465431515,4671.875,5973.71904200644
3955,4457,"Aclimacao, Sao Paulo",580000,2,1,3,67,-23.5671021,-46.6268011,1215050.93518519,1056923.07590018,8656.71641791045,8585.89291658446
3956,4458,"Vila Nova Conceicao, Sao Paulo",460000,1,1,3,45,-23.6350111,-46.641295,2955630.20350877,3300009.12304975,10222.2222222222,17094.8567928045
3957,4459,"Vila Olimpia, Sao Paulo",1000000,2,2,2,74,-23.5940278,-46.6842193,1514912.16589862,2456756.82047168,13513.5135135135,17165.5774083761
3958,4460,"Perdizes, Sao Paulo",1020000,0,2,2,96,-23.5379295,-46.680670510854,1407561.56599789,909665.465898378,10625.0,9409.53370787521
3959,4461,"Higienopolis, Sao Paulo",1550000,3,1,2,152,-20.8368569,-49.3881547,2011172.37823834,1602435.53969756,10197.3684210526,10146.6353707394
3960,4462,"Pompeia, Sao Paulo",597000,2,2,2,65,-22.1088293,-50.1720753,957891.180257511,490757.041916436,9184.61538461538,9587.72284680743
3961,4463,"Brooklin, Sao Paulo",1680000,2,0,2,105,-23.6268017,-46.6881279,1313120.3120155,827255.463301132,16000.0,11250.0325940017
3962,4464,"Brooklin, Sao Paulo",840000,1,1,2,113,-23.6268017,-46.6881279,1313120.3120155,827255.463301132,7433.62831858407,11250.0325940017
3963,4465,"Jardins, Sao Paulo",260000,1,1,2,28,-22.3436278,-49.0169154,1086111.02362205,1256021.80050732,9285.71428571429,11843.3035711004
3964,4466,"Alto de Pinheiros, Sao Paulo",2178000,4,5,3,240,-23.5495495,-46.7121547864865,2240753.58333333,2070633.21642971,9075.0,9565.72734823723
3965,4467,"Jardim Paulista, Sao Paulo",1300000,3,1,2,110,-23.5674355,-46.6636917206251,4304926.06760204,66042742.7032011,11818.1818181818,12319.3530995925
3966,4468,"Vila Mascote, Sao Paulo",435000,3,1,2,61,-23.6453648,-46.6710776663326,857119.747252747,624265.245162966,7131.14754098361,7717.83652050937
3967,4469,"Vila Andrade, Sao Paulo",250000,3,2,2,70,-23.62819865,-46.7289985764111,692110.807291667,418911.514483648,3571.42857142857,6215.97285670845
3968,4470,"Jardim Germania, Sao Paulo",149900,2,1,2,41,-23.6572228,-46.7592181,197350.0,48284.6610313161,3656.09756097561,4210.44596625897
3969,4471,"Vila Mariana, Sao Paulo",290000,1,1,2,29,-23.5837,-46.6327408242069,3831617.27837838,57698436.8535569,10000.0,10752.8909823284
3970,4472,"Parque dos Principes, Sao Paulo",700000,3,1,2,122,-23.5756693,-46.7709742,793750.0,190935.1984313,5737.70491803279,5881.26808100289
3971,4473,"Jardim Paulista, Sao Paulo",1499000,2,1,2,80,-23.5674355,-46.6636917206251,4304926.06760204,66042742.7032011,18737.5,12319.3530995925
3972,4474,"Jardim Paulista, Sao Paulo",2950000,4,1,3,290,-23.5674355,-46.6636917206251,4304926.06760204,66042742.7032011,10172.4137931034,12319.3530995925
3973,4475,"Itaim Bibi, Sao Paulo",2200000,3,3,2,145,-23.6015117,-46.6852079877868,8912909.01339286,100018534.494108,15172.4137931034,15011.4003739799
3974,4476,"Jardins, Sao Paulo",1600000,2,2,2,120,-22.3436278,-49.0169154,1086111.02362205,1256021.80050732,13333.3333333333,11843.3035711004
3975,4477,"Vila Mariana, Sao Paulo",1850000,4,5,3,169,-23.5837,-46.6327408242069,3831617.27837838,57698436.8535569,10946.7455621302,10752.8909823284
3976,4478,"Higienopolis, Sao Paulo",2175000,3,3,2,206,-20.8368569,-49.3881547,2011172.37823834,1602435.53969756,10558.2524271845,10146.6353707394
3977,4479,"Sacoma, Sao Paulo",289000,2,1,2,52,-23.6012824,-46.6025552,6302953.94117647,29889650.9877443,5557.69230769231,5603.78606692166
3978,4480,"Paraiso, Sao Paulo",780000,2,1,2,83,-21.015911,-48.776105,1902170.73076923,2255836.20716688,9397.59036144578,10680.1024605127
3979,4481,"Vila Leopoldina, Sao Paulo",617000,3,2,2,62,-23.530072,-46.734319333134,1256080.93650794,827884.992937711,9951.61290322581,9517.83987380299
3980,4482,"Consolacao, Sao Paulo",310000,1,1,2,28,-23.5578872,-46.6603212,765623.320987654,684419.762554424,11071.4285714286,10559.6070520883
3981,4483,"Ipiranga, Sao Paulo",930000,3,5,3,170,-23.58927255,-46.6061620666765,6788486.45112782,97539752.7657012,5470.58823529412,7897.2726600197
3982,4484,"Morumbi, Sao Paulo",488000,3,3,2,96,-23.5957392,-46.7072595387581,5063457.15289256,66800147.0710498,5083.33333333333,6114.79985112859
3983,4485,"Chacara Inglesa, Sao Paulo",1003200,3,4,2,108,-23.608307,-46.6323198,3035931.74766355,16223141.8165555,9288.88888888889,9202.93926679169
3984,4486,"Itaim Paulista, Sao Paulo",190000,2,1,2,44,-23.50345245,-46.3854878946879,352100.0,561742.418234946,4318.18181818182,4362.19459711116
3985,4487,"Jardim da Saude, Sao Paulo",510000,2,2,2,62,-23.6171973,-46.6185362,758656.25,346180.598902439,8225.8064516129,6914.40303816183
3986,4488,"Vila Nova Conceicao, Sao Paulo",290000,1,1,2,29,-23.6350111,-46.641295,2955630.20350877,3300009.12304975,10000.0,17094.8567928045
3987,4489,"Jardins, Sao Paulo",480000,1,1,2,45,-22.3436278,-49.0169154,1086111.02362205,1256021.80050732,10666.6666666667,11843.3035711004
3988,4490,"Vila Prudente, Sao Paulo",199000,0,1,2,41,-23.592335,-46.574961418352,349126.804878049,188674.82662994,4853.65853658537,5905.50980522126
3989,4491,"Jardim Paulista, Sao Paulo",4680000,3,4,3,307,-23.5674355,-46.6636917206251,4304926.06760204,66042742.7032011,15244.2996742671,12319.3530995925
3990,4493,"Vila Sao Silvestre, Sao Paulo",1050000,3,3,2,135,-22.9927894,-49.860021,786250.0,367772.00817898,7777.77777777778,6403.36765336765
3991,4494,"Vila Mariana, Sao Paulo",1850000,3,1,2,136,-23.5837,-46.6327408242069,3831617.27837838,57698436.8535569,13602.9411764706,10752.8909823284
3992,4495,"Vila Nova Conceicao, Sao Paulo",305000,1,1,2,26,-23.6350111,-46.641295,2955630.20350877,3300009.12304975,11730.7692307692,17094.8567928045
3993,4496,"Chacara Santo Antonio, Sao Paulo",840000,2,2,2,70,-23.4997345,-47.5533139,2717211.31386861,17851631.3128622,12000.0,10489.7690667399
3994,4497,"Vila Dom Pedro I, Sao Paulo",440000,1,1,2,42,-23.6019303,-46.6136603,85831765.0,282148342.589695,10476.1904761905,8409.23204479518
3995,4498,"Jardim Bonfiglioli, Sao Paulo",350000,2,1,2,55,-23.207902,-46.8875032,510304.347826087,233518.625845136,6363.63636363636,6276.00299779274
3996,4499,"Vila Andrade, Sao Paulo",265000,1,1,2,58,-23.62819865,-46.7289985764111,692110.807291667,418911.514483648,4568.96551724138,6215.97285670845
3997,4500,"Moema, Sao Paulo",1050000,1,2,2,84,-23.59458475,-46.6618011333378,1703423.09970458,1595995.23534446,12500.0,11915.5734933051
3998,4501,"Vila Mariana, Sao Paulo",510000,2,1,2,57,-23.5837,-46.6327408242069,3831617.27837838,57698436.8535569,8947.36842105263,10752.8909823284
3999,4502,"Higienopolis, Sao Paulo",1190000,3,3,2,150,-20.8368569,-49.3881547,2011172.37823834,1602435.53969756,7933.33333333333,10146.6353707394
